    0.1124    0.4287   -5.2729
    0.7480    0.5488    4.5684
    0.0425    0.9343    3.1519
    0.8044    0.2294   -1.0893
    0.7553    0.7528   -0.8060
    0.6574    0.9199    7.7132
    0.4627    0.3831   -1.4580
    0.3299    0.5278   -0.8964
    0.2233    0.2579    0.3201
    0.2918    0.8429    0.3822
    0.3720    0.9206    2.4395
    0.5834    0.8441    4.2453
    0.7008    0.3285    3.1317
    0.8516    0.3114    2.5745
    0.0688    0.4138   -3.7185
    0.9547    0.4535    4.0770
    0.8618    0.6699    4.4467
    0.7765    0.0914   -1.1488
    0.4399    0.7254    5.4664
    0.1053    0.8410    3.0044
    0.4121    0.3007    0.0775
    0.2974    0.2703    1.9434
    0.2139    0.3104    1.1645
    0.6698    0.0766   -2.3454
    0.4488    0.3414   -1.6835
    0.6267    0.3140    1.8046
    0.4409    0.2664    0.7612
    0.4802    0.0942    1.4267
    0.3446    0.7879    3.5894
    0.9080    0.4203    4.0195
    0.7289    0.3892    3.4479
    0.6456    0.1368    0.4329
    0.0187    0.6593    0.1634
    0.3989    0.1168    0.7836
    0.7462    0.9870    2.1520
    0.8351    0.7479   -0.3849
    0.0611    0.7450    1.4419
    0.6712    0.7028    2.1652
    0.0365    0.0125    1.0622
    0.4203    0.7834    5.9559
    0.6533    0.8452    4.5786
    0.3533    0.8902    2.5036
    0.5384    0.8528    2.6508
    0.4309    0.4444   -0.8531
    0.0864    0.7984    2.7518
    0.6498    0.0715   -2.2274
    0.0774    0.2144    0.5379
    0.2772    0.5008   -3.4307
    0.1525    0.7127   -1.3909
    0.2564    0.0005    0.2497
    0.5888    0.7177    2.5860
    0.5180    0.5175    2.1559
    0.4545    0.4979    0.1857
    0.9420    0.2335   -2.1533
    0.6474    0.2971    2.3960
    0.6858    0.1570   -0.1197
    0.4658    0.4488   -0.0492
    0.2453    0.3591    0.2819
    0.5402    0.0545    0.5974
    0.3244    0.6198   -0.5004
    0.1120    0.5346   -5.7575
    0.9156    0.7952    0.8588
    0.1588    0.2232   -1.9284
    0.0913    0.1113   -0.4396
    0.8141    0.3737    2.7450
    0.2609    0.8359   -0.2167
    0.4361    0.1460    1.6555
    0.2388    0.3046    1.9143
    0.2888    0.3079    1.7229
    0.4916    0.1999    0.8557
    0.6698    0.5992    3.7275
    0.1192    0.5600   -5.8020
    0.6497    0.2911    2.1439
    0.6115    0.3144    0.9718
    0.5126    0.7094    4.1215
    0.7869    0.8984    1.0728
    0.0039    0.0502   -0.1802
    0.3508    0.9514    1.9061
    0.9003    0.6218    7.2586
    0.0920    0.2642    0.3757
    0.9382    0.9361    1.0935
    0.7892    0.6821    1.8731
    0.5757    0.0963    1.4009
    0.2937    0.5164   -2.3411
    0.5976    0.1237    1.6644
    0.3928    0.0221   -1.6644
    0.0372    0.0140    1.0843
    0.8547    0.4828    7.6177
    0.1288    0.8225    2.7061
    0.2215    0.3086    1.4219
    0.2364    0.9977    0.3917
    0.8296    0.5580    8.5494
    0.8435    0.9838    0.0466
    0.1481    0.2426   -1.7939
    0.0834    0.8909    3.0773
    0.1416    0.7121   -1.3539
    0.5970    0.1017    0.8807
    0.3035    0.8548    0.7146
    0.4130    0.6616    2.1484
    0.8096    0.2697    0.5933
    0.8977    0.7644    1.0307
    0.6650    0.9372    7.3168
    0.1909    0.1734   -2.0408
    0.7330    0.0337   -2.5600
    0.1824    0.9443    0.3574
    0.9795    0.4144    2.1049
    0.0835    0.5757   -4.1745
    0.2734    0.2267    0.6566
    0.1751    0.6564   -5.8121
    0.6372    0.4524    1.8949
    0.1225    0.8888    2.5477
    0.2774    0.0989   -0.7203
    0.1905    0.7660    0.9081
    0.1480    0.4878   -6.3566
    0.1511    0.5729   -6.0599
    0.2810    0.3127    1.4646
    0.1803    0.3569   -1.6477
    0.1104    0.1594   -1.0705
    0.9091    0.4911    7.4429
    0.9240    0.1431   -2.6831
    0.2723    0.2775    1.8047
    0.0520    0.7184    0.9664
    0.1581    0.7966    2.1373
    0.6581    0.0006   -2.2989
    0.0994    0.3809   -3.0621
    0.7372    0.4591    3.6053
    0.3082    0.3881   -1.9983
    0.2856    0.6177   -2.3977
    0.1994    0.3982   -3.0878
    0.4581    0.0268   -0.9084
    0.5059    0.8849    0.5801
    0.3233    0.8027    2.4194
    0.4021    0.3941   -2.2635
    0.3686    0.7878    4.6459
    0.1443    0.3886   -3.9049
    0.7229    0.8371    0.3996
    0.4054    0.7732    5.7843
    0.0282    0.3783   -0.7860
    0.4323    0.4058   -1.6140
    0.8566    0.2770    1.1621
    0.0583    0.2007    1.2817
    0.8027    0.8588   -0.9131
    0.2267    0.7523    0.0888
    0.7428    0.4102    3.1645
    0.0543    0.5615   -3.2713
    0.0421    0.9521    2.5915
    0.7448    0.4411    3.6930
    0.6450    0.1057   -0.6155
    0.2779    0.0712   -0.3962
    0.4947    0.2767   -1.4645
    0.0281    0.0472    0.5087
    0.0011    0.8038    1.5463
    0.9660    0.7149    2.2325
    0.7835    0.8021   -2.3372
    0.6015    0.7289    2.1534
    0.2107    0.9554   -0.1522
    0.1571    0.1259   -0.9843
    0.5546    0.8361    3.4052
    0.1003    0.5396   -5.5227
    0.0230    0.2211    2.6615
    0.1521    0.5312   -6.0807
    0.6824    0.3557    3.3386
    0.9245    0.0061    0.0514
    0.4711    0.4822    0.5498
    0.5618    0.8838    3.7497
    0.9783    0.7345    1.9500
    0.7187    0.3103    2.6730
    0.6665    0.6728    2.9566
    0.1484    0.9345    1.4135
    0.3226    0.4098   -2.7782
    0.4831    0.0268   -0.4605
    0.4679    0.7659    5.9604
    0.4613    0.9545    0.1060
    0.7848    0.2156   -1.5088
    0.6577    0.1404    0.1992
    0.9751    0.4576    3.2379
    0.0724    0.5333   -4.6041
    0.5839    0.8832    5.6352
    0.1984    0.3500   -0.6927
    0.9781    0.8176    2.3903
    0.8814    0.6838    3.9933
    0.2151    0.5032   -5.2215
    0.8814    0.8076   -0.7235
    0.9975    0.4029    1.3053
    0.8377    0.0524   -0.7027
    0.6546    0.1585    0.8303
    0.6742    0.6280    3.5056
    0.1296    0.6551   -3.9197
    0.3471    0.1241   -0.4036
    0.7870    0.6870    1.6468
    0.5379    0.5421    3.1791
    0.8143    0.9303    1.0779
    0.2130    0.6056   -6.1150
    0.4106    0.6259    1.3983
    0.8556    0.8891   -0.0648
    0.3291    0.3769   -1.9265
    0.0229    0.7457    1.3401
    0.6076    0.6274    3.9782
    0.6778    0.8835    5.8455
    0.1730    0.0133    2.1111
    0.9709    0.9288    0.9738
    0.2158    0.2958    0.9570
    0.4550    0.9943    0.8969
    0.4954    0.7704    5.1679
    0.2961    0.2114    0.8041
    0.7424    0.3835    3.0221
    0.1950    0.8872   -0.1248
    0.5591    0.7346    3.1259
    0.0349    0.2591    2.6282
    0.3855    0.1304    0.6194
    0.3610    0.7233    2.7077
    0.9575    0.0239    0.4483
    0.0248    0.9318    3.3628
    0.5117    0.4070   -0.7169
    0.9672    0.2204   -2.2364
    0.2876    0.6641   -2.1157
    0.2957    0.9230   -0.1438
    0.4598    0.2121    1.3275
    0.6301    0.8736    7.0402
    0.6535    0.2494    1.6682
    0.0175    0.1099    0.1699
    0.0839    0.0291    1.7317
    0.5311    0.8913    1.3420
    0.0330    0.5873   -1.6273
    0.4099    0.9186    1.9896
    0.3599    0.6617    1.0839
    0.0490    0.9151    3.5706
    0.1454    0.5098   -6.0299
    0.3613    0.8702    3.0816
    0.5211    0.7978    4.1083
    0.9721    0.3515    1.2072
    0.4863    0.4337   -0.1366
    0.7764    0.2004   -1.5866
    0.9293    0.0329    0.1335
    0.8352    0.6013    7.4488
    0.2696    0.8756   -0.9089
    0.0043    0.9071    3.2946
    0.7463    0.4138    3.4957
    0.3145    0.8503    1.5443
    0.9123    0.6580    5.1596
    0.2565    0.3224    1.7925
    0.5882    0.1838    1.3763
    0.4767    0.8717    1.0972
    0.9462    0.4593    4.6673
    0.2912    0.4006   -2.2212
    0.6936    0.1700   -0.2545
    0.1891    0.6647   -5.5151
    0.9539    0.7559    2.2730
    0.8145    0.6584    3.6237
    0.3930    0.2883    0.9024
    0.3185    0.1021   -1.1108
    0.3877    0.2116    2.1277
    0.2162    0.9717    0.2041
    0.8758    0.8062   -1.0455
    0.2283    0.6403   -5.6471
    0.6580    0.3370    3.0310
    0.7693    0.1223   -1.2104
    0.9693    0.2552   -1.0979
    0.8945    0.8514   -0.3941
    0.4851    0.1117    1.7266
    0.6780    0.5060    2.8804
    0.8117    0.4805    6.3094
    0.9440    0.1626   -3.1482
    0.5127    0.8636    1.3914
    0.2228    0.8801   -0.9464
    0.7681    0.3566    2.6533
    0.2817    0.1260   -0.9202
    0.2746    0.9357   -0.4301
    0.0281    0.9142    3.4269
    0.2560    0.3249    1.8410
    0.2531    0.4612   -4.3073
    0.6008    0.4803    2.2489
    0.5224    0.9614    0.6928
    0.4420    0.7212    5.5268
    0.0530    0.1651    0.7295
    0.4367    0.6725    3.4670
    0.3906    0.0091   -1.7923
    0.2122    0.5497   -5.4021
    0.0415    0.1290    0.4003
    0.4497    0.3506   -1.7510
    0.2917    0.7541    0.5795
    0.2605    0.6603   -3.8693
    0.9512    0.1287   -2.3354
    0.8961    0.4156    3.9362


    
   
 
